id,timesUsed,pageFaultAt,swappedOutAt
64,0,[21 146 171 192 255 602 628 688 729 835 895 919 941 970 991],[40 163 190 210 275 626 653 707 751 858 918 939 967 986 1011]
33,0,[123 165 433 459 771 821],[145 183 452 479 789 844]
24,0,[142 203 267 381 484 990],[160 223 288 401 505 1010]
23,0,[93 742 799 833 861],[111 761 821 856 880]
39,0,[31 90 288 442 626 803 844],[48 109 313 462 650 826 865]
34,0,[97 223 752 902],[115 246 771 924]
90,0,[43 159 254 581 615 906 969],[62 177 274 600 642 928 985]
93,0,[7 179 347 427 521 573 744 774 916],[25 197 369 446 539 592 763 793 935]
41,0,[100 202 229 283 306 756 777 805 837 947 975],[116 222 252 305 334 774 796 827 860 970 991]
8,0,[862],[882]
119,0,[368 984],[388 1003]
83,0,[11 147 210 246 390 473 588 634 697 722 748 810 869],[30 164 230 266 410 490 606 656 719 743 767 833 887]
19,0,[211 668 709 870],[233 687 728 888]
69,0,[69 107 129 279 339 417 455 612 655 735 773 796 875 961],[90 127 149 303 361 436 476 635 678 756 792 817 893 979]
53,0,[37 169 234 300 388 482 511 594 648 758 834 915 963],[54 188 255 326 409 503 530 615 670 776 857 934 980]
4,0,[113],[134]
21,0,[96 365 595],[114 385 616]
91,0,[168 266 404],[187 287 423]
2,0,[488 994],[508 1016]
60,0,[112 162 195 215 275 354 413 467 491 528 650 703 922 956],[133 180 213 239 295 373 432 483 512 549 672 723 941 976]
61,0,[14 85 128 170 205 227 308 344 393 451 477 508 589 672 775 889 925],[34 105 148 189 225 251 335 365 414 472 494 528 607 691 794 911 947]
12,0,[428 938],[448 963]
118,0,[819],[842]
58,0,[88 212 286 382 587 770 856 883 965],[107 234 308 404 605 788 874 901 981]
86,0,[35 258 423 496 580 631 690 732 815 921 981],[51 278 443 518 599 654 709 754 836 940 999]
50,0,[4 49 75 101 148 303 349 399 452 514 606 662 691 718 890 940 983],[21 69 95 118 165 330 370 420 473 532 631 684 710 736 912 966 1002]
71,0,[18 38 102 260 367 391 449 577 600 800 830 874 934],[37 55 119 281 386 411 470 595 624 823 853 892 957]
31,0,[144 235 359 392 532 942],[161 256 376 413 555 968]
79,0,[61 83 184 245 271 335 383 440 518 605 646 749 891],[80 103 202 263 291 356 405 459 537 628 668 768 914]
70,0,[134 196 251 414 574 795 928],[154 214 270 433 593 816 949]
110,0,[91 516],[110 533]
56,0,[47 106 130 157 193 233 360 395 453 498 538 586 654 692 864 946 992],[66 124 151 174 211 254 378 417 474 520 559 603 676 713 883 969 1012]
108,0,[25],[43]
67,0,[62 190 401 434 468 489 536 669 696 731 765 787 865 885 937 986],[83 209 422 453 484 509 557 688 718 752 781 807 884 904 961 1005]
43,0,[207 257 305 372 420 444 558 676 715 788 905 957],[227 277 333 393 439 465 579 694 732 808 927 977]
59,0,[40 77 204 252 294 450 478 540 569 670 708 740 767 901 932 959 1000],[57 97 224 271 320 471 496 563 590 689 727 758 785 923 955 978 1020]
20,0,[262 541 918 971 1002],[285 564 938 987 1021]
65,0,[10 104 145 178 244 278 373 438 493 524 544 579 699 746 794 826 948],[29 122 162 196 262 301 394 456 516 542 566 597 721 765 815 848 971]
68,0,[80 116 285 446 469 509 652 698 760 886 950 995],[102 139 306 468 485 529 674 720 777 905 973 1017]
15,0,[56 345],[77 367]
52,0,[12 89 118 261 287 352 406 429 955],[31 108 140 283 312 371 425 449 975]
32,0,[16 200 369 641 747],[35 219 390 661 766]
96,0,[122 164 189 292 855],[144 182 207 319 873]
89,0,[59 137 291 327 479 549 818 871],[79 155 317 347 498 569 841 889]
95,0,[45 323 458 506 548 772 807 887],[64 344 478 526 568 791 828 906]
0,0,[139 163],[157 181]
57,0,[13 78 176 224 396 644 684 719 858 930 1004],[33 100 194 248 418 664 700 740 876 951 1023]
78,0,[2 26 154 334 361 397 487 593 657 700 725 793 872 933 968],[19 44 170 354 379 419 507 614 680 722 747 812 890 956 984]
105,0,[976],[992]
45,0,[19 250 301 336 463 537 678 713 743 780 848 927 979],[38 268 327 357 481 558 695 731 762 799 869 948 995]
54,0,[6 66 166 216 281 316 346 571 679 721 985],[24 88 184 240 304 339 368 591 696 742 1004]
81,0,[503 876],[523 894]
121,0,[578],[596]
55,0,[22 155 174 289 371 485 517 591 624 687 797 907 989],[41 171 193 314 392 506 536 612 648 706 818 929 1009]
111,0,[525],[544]
101,0,[94 364 531 949],[112 383 553 972]
112,0,[256],[276]
11,0,[542],[565]
99,0,[183 437 680],[201 455 697]
92,0,[54 685 763 839 882 914 966],[75 703 780 861 900 933 982]
73,0,[8 29 120 253 277 324 556 706 791 817 842 893 978 998],[26 46 142 273 300 345 577 725 810 839 864 916 994 1018]
103,0,[259 526 583],[279 545 602]
114,0,[649],[671]
94,0,[263 766 851],[286 784 871]
72,0,[0 30 48 108 411 475 607 647 683 832 892 1019],[17 47 68 128 430 492 632 669 699 855 915]
84,0,[17 156 214 337 425 456 527 601 656 686 846 898 1020],[36 172 238 359 445 477 548 625 679 705 868 921]
75,0,[1 79 103 160 248 314 400 422 454 545 597 724 809 900 929 977 1017],[18 101 120 178 267 338 421 442 475 567 621 746 832 922 950 993]
29,0,[225 343 853 1005],[250 364 872]
62,0,[39 64 105 127 187 416 462 512 557 603 823 980 1009],[56 85 123 147 204 434 480 531 578 627 845 998]
28,0,[432 619 776 1010],[451 645 795]
36,0,[274 642 1018],[294 662]
82,0,[34 68 370 409 522 590 734 792 923 1021],[50 89 391 428 540 609 755 811 942]
49,0,[24 115 220 494 681 741 761 812 836 873 1012],[42 138 244 517 698 760 778 835 859 891]
48,0,[73 240 386 443 523 555 751 987 1022],[94 259 408 463 541 576 770 1006]
46,0,[33 114 551 661 727 768 860 888 967 1023],[49 137 571 683 749 786 878 907 983]
38,0,[95 342 490 552 769 811 868 982 1008],[113 363 511 573 787 834 886 1000]
37,0,[138 161 320 530 561 653 750 801 866 1014],[156 179 343 552 581 675 769 825 885]
87,0,[71 153 194 238 333 472 504 658 694 912 988 1011],[91 169 212 257 353 489 524 681 716 932 1008]
9,0,[1006],[]
51,0,[28 57 172 219 312 408 470 565 645 825 1016],[45 78 192 243 336 427 487 586 666 846]
